n_features,n_classes,min_pair_class_frac_hard,centroid_hard,centroid_soft,pooled_hard,pooled_soft,pair_hard,pair_soft,diag_hard,diag_soft,cov_logodds,ovr,contrastive,seed
8,3,0.3991361565999638,0.9523809523809524,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9523809523809524,0.9761904761904763,1.0,1.0,1.0,5
8,3,0.46760467074817774,0.8333333333333335,0.8333333333333335,0.9761904761904763,1.0,0.9761904761904763,1.0,0.9047619047619048,0.9047619047619048,1.0,0.9761904761904763,1.0,5
8,3,0.47702503059131757,0.7857142857142858,0.7857142857142858,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.7857142857142858,0.8333333333333335,0.9761904761904763,0.9761904761904763,1.0,5
8,3,0.4189864489875262,1.0,1.0,1.0,1.0,1.0,1.0,0.880952380952381,0.8571428571428572,1.0,1.0,1.0,5
8,3,0.488105894090412,0.6666666666666669,0.6666666666666669,0.9285714285714287,1.0,0.9285714285714287,1.0,0.8333333333333335,0.9523809523809524,1.0,1.0,1.0,5
8,3,0.4741330802813717,0.9047619047619048,0.880952380952381,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.8095238095238096,0.9285714285714287,0.9761904761904763,0.9761904761904763,1.0,5
8,3,0.4431833039540458,0.9523809523809524,0.9761904761904763,0.9285714285714287,0.9761904761904763,0.9285714285714287,0.9761904761904763,0.9523809523809524,0.9523809523809524,1.0,0.9761904761904763,1.0,5
8,3,0.46510377504711803,0.9047619047619048,0.9047619047619048,0.9761904761904763,1.0,1.0,1.0,0.9523809523809524,0.9761904761904763,0.9761904761904763,1.0,1.0,6
8,3,0.47521920633667436,0.9523809523809524,0.9523809523809524,1.0,0.9761904761904763,1.0,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,0.9761904761904763,1.0,6
8,3,0.46871243990023465,0.9523809523809524,0.9047619047619048,1.0,1.0,1.0,1.0,0.9523809523809524,0.9761904761904763,1.0,1.0,1.0,6
